timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.total [MiB], memory.free [MiB], memory.used [MiB]
2023/04/07 16:50:43.852, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 46, 74 %, 54 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:50:46.853, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 46, 61 %, 32 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:50:49.853, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 47, 51 %, 40 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:50:52.854, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 47, 50 %, 32 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:50:55.854, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 47, 64 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:50:58.855, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 47, 68 %, 51 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:01.855, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 47, 88 %, 55 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:04.856, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 48, 93 %, 73 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:07.856, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 49, 85 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:10.857, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 49, 72 %, 55 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:13.857, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 49, 79 %, 63 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:16.858, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 49, 87 %, 49 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:19.859, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 49, 83 %, 64 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:22.859, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 50, 72 %, 38 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:25.860, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 50, 68 %, 47 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:28.860, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 49, 85 %, 68 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:31.861, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 50, 84 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:34.861, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 50, 78 %, 59 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:37.862, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 78 %, 42 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:40.863, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 67 %, 47 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:43.863, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 67 %, 51 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:46.864, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 87 %, 55 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:49.864, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 79 %, 57 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:52.865, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 68 %, 36 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:55.865, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 46 %, 29 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:51:58.866, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 46 %, 28 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:01.866, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 51, 69 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:04.866, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 84 %, 68 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:07.874, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 88 %, 50 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:10.881, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 85 %, 65 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:13.882, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 73 %, 38 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:16.882, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 53 %, 34 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:19.893, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 48 %, 25 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:22.894, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 83 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:25.894, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 74 %, 58 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:28.895, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 68 %, 36 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:31.895, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 41 %, 29 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:34.896, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 52, 86 %, 69 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:37.896, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 83 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:40.897, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 73 %, 56 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:43.897, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 69 %, 37 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:46.905, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 79 %, 61 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:49.906, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 50 %, 34 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:52.906, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 66 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:55.907, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 83 %, 66 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:52:58.907, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 53, 87 %, 49 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:01.908, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 79 %, 61 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:04.908, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 68 %, 37 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:07.909, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 45 %, 29 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:10.909, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 52 %, 26 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:13.910, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 56 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:16.910, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 53 %, 36 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:19.911, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 67 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:22.911, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 76 %, 59 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:25.912, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 88 %, 49 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:28.912, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 58 %, 46 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:31.913, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 50 %, 34 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:34.913, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 67 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:37.914, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 54, 86 %, 69 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:40.915, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 71 %, 38 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:43.922, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 50 %, 32 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:46.923, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 48 %, 29 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:49.923, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 64 %, 43 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:52.924, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 58 %, 39 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:55.924, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 83 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:53:58.925, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 84 %, 63 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:01.926, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 68 %, 37 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:04.926, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 44 %, 32 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:07.927, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 50 %, 34 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:10.927, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 66 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:13.928, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 77 %, 60 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:16.928, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 87 %, 48 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:19.929, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 76 %, 59 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:22.929, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 71 %, 37 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:25.929, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 47 %, 30 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:28.936, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 46 %, 25 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:31.937, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 64 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:34.937, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 64 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:37.938, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 54 %, 28 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:40.946, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 50 %, 39 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:43.947, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 54 %, 37 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:46.947, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 66 %, 46 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:49.948, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 87 %, 63 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:52.948, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 66 %, 36 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:55.957, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 57 %, 39 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:54:58.958, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 53 %, 27 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:01.958, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 51 %, 31 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:04.959, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 90 %, 73 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:07.959, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 55, 79 %, 42 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:10.960, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 65 %, 46 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:13.961, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 58 %, 30 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:16.961, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 56 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:19.962, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 63 %, 45 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:22.962, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 70 %, 44 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:25.963, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 86 %, 70 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:28.963, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 88 %, 54 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:31.964, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 89 %, 73 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:34.964, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 78 %, 41 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:37.965, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 57, 77 %, 57 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:40.965, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 62 %, 32 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:43.966, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 88 %, 53 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:46.966, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 93 %, 72 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:49.967, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 74 %, 38 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:52.967, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 57, 59 %, 40 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:55.968, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 64 %, 46 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:55:58.968, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 84 %, 54 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:01.969, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 94 %, 74 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:04.969, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 57, 77 %, 42 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:07.970, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 57, 85 %, 64 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:10.970, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 63 %, 43 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:13.971, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 72 %, 46 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:16.971, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 93 %, 70 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:19.971, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 56, 78 %, 42 %, 16384 MiB, 5549 MiB, 10611 MiB
2023/04/07 16:56:22.972, Tesla V100-PCIE-16GB, 00000000:D8:00.0, 510.39.01, 57, 59 %, 40 %, 16384 MiB, 5549 MiB, 10611 MiB
